CARI_KOD,CARI_ISIM,ADRES,IL,ILCE,ENLEM,BOYLAM,TIPI
A7164,Yunus Emre Cd.Antalya,Gebizli Mah.Yunus Emre Cad.Yaðmur Konutlar 2 D Blok No:2,Antalya,MURATPAÞA,36.897855,30.722816,Magaza
A6857,Çevik Kuvvet Konyaaltý Antalya,Uncalý Cad.Molla Yusuf Mah.apt.no: 10 25 Nolu DükkanN:10,Antalya,KONYAALTI,36.898111,30.629837,Magaza
E046,Sosyal Güvenlik Muratpaþa Antalya,Üçgen Mh. 1 Þarampol CaddesiN:192 AN:N:N:N:192/A,Antalya,MURATPAÞA,36.898301,30.693646,Magaza
C490,Memurevleri Muratpaþa Antalya,Memurevleri Mh. Derya CaddesiN:5,Antalya,MURATPAÞA,36.898404,30.689578,Magaza
B056,Gebizli Muratpaþa Antalya,Gebizli Mh. 1101 sk no: 3B/1 1115. Sk.N:3N:3,Antalya,MURATPAÞA,36.898696,30.725738,Magaza
F516,Servet Muratpaþa Antalya,Yenigün Mh. 1057. Sokak No:1N:18 AN:18AN:18/a,Antalya,MURATPAÞA,36.899381,30.716113,Magaza
A1071,Bayýndýr Muratpaþa,Soðuksu Mah. N:36N:36/1N:36/1N:36/1N:36 / 1N:N:36/1,Antalya,MURATPAÞA,36.899458,30.676699,Magaza
I654,Pýnar Caddesi Muratpaþa Antalya,Soðuksu Mh. Pýnar Caddesi No:12/AN:12 A-BN:1N:12/ab,Antalya,MURATPAÞA,36.899657,30.673675,Magaza
A8836,Duraliler Kepez Antalya,Avni Tolunay Mh. Duraliler Cd.N:3A 3BN:3,Antalya,KEPEZ,36.900028,30.620149,Magaza
A8243,Güvenlik Muratpaþa Antalya,Güvenlik Mah.261 sok.3.Pazarcý Apt. No:3 /A-B Muratpaþa ANTALYA,Antalya,MURATPAÞA,36.900214,30.681134,Magaza
A4377,Cumhuriyet Muratpaþa Antalya,Cumhuriyet Mah.Özyörük Ap No:16/1N:16/1N:16 / 1N:16 / 1N:1N:16/a,Antalya,MURATPAÞA,36.900883,30.697807,Magaza
J372,Muhtarlýk Muratpaþa Antalya,Gebizli Mh. 1117. Sokak No:52N:52/AN:52N:52NN:52 A,Antalya,MURATPAÞA,36.901156,30.728956,Magaza
I251,Adliye Muratpaþa Antalya,Bayýndýr Mh. 344. Sokak No:47,Antalya,MURATPAÞA,36.901231,30.671998,Magaza
C029,Evliya Çelebi Muratpaþa Antalya,Etiler Mh. 28 882. SokakN:28/a,Antalya,MURATPAÞA,36.901651,30.709894,Magaza
E319,Yaþam Muratpaþa Antalya,Cumhuriyet Mh. 10 650. SokakN:10 AN:1 0 AN:N:N:10/a,Antalya,MURATPAÞA,36.901928,30.697311,Magaza
G155,Aydýn Kent Kepez Antalya,Kültür Mh. 3840. Sokak No:1N:1/AN:1N:1/A,Antalya,KEPEZ,36.902091,30.657549,Magaza
G497,Genç Osman Tarsus Mersin,Bahçe Mh. Genç Osman Caddesi No:2N:2N:2N:1N:1,Içel,TARSUS,36.902118,34.891711,Magaza
D214,Kýzýlýrmak Muratpaþa Antalya,Yenigün Mh. 44 Kýzýlýrmak CaddesiN:34 ABN:34A,Antalya,MURATPAÞA,36.90281,30.717229,Magaza
I023,Balbey Muratpaþa Antalya,Balbey Mh. 403. Sokak No:3N:1N:1N:1N:N:1,Antalya,MURATPAÞA,36.902855,30.716556,Magaza
A1834,Kültür Kepez Antalya,Kültür Mah. 3805 Sok. Uðurlu Apt. ,Antalya,KEPEZ,36.902869,30.657204,Magaza
C558,Sosyal Bilimler Muratpaþa Antalya,Güvenlik Mh. 21B/C 266. Sokak,Antalya,MURATPAÞA,36.903068,30.680852,Magaza
K004,Mehmet Çetin Muratpaþa Antalya,Muratpaþa Mh. Emrah Caddesi No:11,Antalya,MURATPAÞA,36.903682,30.704802,Magaza
A0396,Köroðlu Muratpaþa Antalya,Yenigün Mh. B Blok 48 B/ A Köroðlu Blv.N:48NN:,Antalya,MURATPAÞA,36.903862,30.725506,Magaza
A1259,Etiler Antalya,Etiler Mah.Karacaoðlan Cad. ,Antalya,MURATPAÞA,36.903948,30.707306,Magaza
A8903,Oto Pazarý Kepez Antalya,Gülveren Mh. 3713. Sk.N:9N:9N:9N:9,Antalya,KEPEZ,36.904024,30.645803,Magaza
K179,Ahmet Yesevi Muratpaþa Antalya,Cumhuriyet Mh. 636. Sokak No:18N:18,Antalya,MURATPAÞA,36.904064,30.697467,Magaza
F813,Zambak Muratpaþa Antalya,Sedir Mh. 726. Sokak No:6N:6N:6a,Antalya,MURATPAÞA,36.904215,30.685761,Magaza
A4666,Karacaoðlan Antalya,Etiler Mah. Karacaoðlan Cad. N:100N:100N:100N:100,Antalya,MURATPAÞA,36.904258,30.715122,Magaza
G743,Göksu Mh Kepez Antalya,Göksu Mh. 6806. Sokak No:12-C,Antalya,KEPEZ,36.904478,30.759438,Magaza
K143,Bulvar Antalya Muratpaþa Antalya,Etiler Mh. Karacaoðlan Caddesi No:3/AN:3/A,Antalya,MURATPAÞA,36.904677,30.71717,Magaza
J584,Ýbni Sina Serik Antalya,Akçaalan Mh. 4190. Sokak No:1,Antalya,SERIK,36.904896,31.11113,Magaza
H502,Tosunoðullarý Serik Antalya,Eminceler Mh. 1310. Sokak No:82/2-3-4-5-6-7N:7N:74/A/B,Antalya,SERIK,36.904925,31.076682,Magaza
G659,Narçiçeði Kepez Antalya,Kültür Mh. 3859. Sokak No:15N:15,Antalya,KEPEZ,36.904943,30.652862,Magaza
G221,Sakarya Tarsus Mersin Tarsus Mersin,Barbaros Mh. 626. Sokak No:1N:N:N:30N:30,Içel,TARSUS,36.905014,34.885879,Magaza
H203,Zeytinpark Muratpaþa Antalya,Yeþildere Mh. Aþýk Veysel Caddesi No:10/11,Antalya,MURATPAÞA,36.905019,30.732015,Magaza
A3305,Dutlubahçe Antalya,Dutlubahçe Mah.Fatih Cad. N:5N:5N:5,Antalya,MURATPAÞA,36.905243,30.701315,Magaza
A9065,Fikri Erten Kepez Antalya,Fabrikalar Mh. 3042. Sk. (Fikri Erten Cd.)N:54NN:54/a,Antalya,KEPEZ,36.905247,30.666274,Magaza
E296,Hacýaliler Aksu Antalya,Hacýaliler Mh. 86 Aksu CaddesiN:64 / AN:64 / ANN:64/A,Antalya,AKSU,36.905333,31.105711,Magaza
F488,Aþýk Veysel Muratpaþa Antalya,Kýzýlarýk Mh. 1185. Sokak No:1N:12 AN:12 AN:12N:,Antalya,MURATPAÞA,36.905486,30.730235,Magaza
C758,Bilim Sanat Kepez Antalya,Kültür Mh. 1 3847. Sokak,Antalya,KEPEZ,36.905491,30.659505,Magaza
B931,Yeþiltepe Kepez Antalya,Yeþiltepe Mh. 17 A-B Ziya Gökalp CaddesiN:17 AN:17a-b,Antalya,KEPEZ,36.90554,30.666298,Magaza
C401,Sedir Muratpaþa Antalya,Sedir Mh. 44 Zambak CaddesiN:44 A BN:44BN:N:,Antalya,MURATPAÞA,36.905618,30.688081,Magaza
D648,Muhsin Yazýcýoðlu Kepez Antalya,Gülveren Mh. 1 3709. SokakN:26,Antalya,KEPEZ,36.905984,30.644573,Magaza
E244,Akçaalan Serik Antalya,Akçaalan Mh. 112-z1 Tuzlaburun CaddesiN:112-AB,Antalya,SERIK,36.906151,31.107574,Magaza
C545,Ýmam Hatip Muratpaþa Antalya,Kýzýlarýk Mh. 9 A B 2773. SokakN:9 A/BN:9A-BN:N:9/a-b,Antalya,MURATPAÞA,36.906517,30.720095,Magaza
G400,Týp Merkezi Muratpaþa Antalya,Sedir Mh. Gazi Bulvarý No:120N:74/AN:N:N:7N:74/a,Antalya,MURATPAÞA,36.906711,30.685656,Magaza
I431,Kýlýç Park Muratpaþa Antalya,Konuksever Mh. 821. Sokak No:25,Antalya,MURATPAÞA,36.90682,30.709442,Magaza
E317,Kümeevleri Muratpaþa Antalya,Dutlubahçe Mh. 15A-15B 744. SokakN:15AN:15AN:11N:15A,Antalya,MURATPAÞA,36.907302,30.702238,Magaza
A8407,Yeþilyurt Kepez Antalya,Yeþilyurt Mh. 4301. Sk.,Antalya,KEPEZ,36.907917,30.6475,Magaza
I774,Saðlýk Ocaðý Serik Antalya,Akçaalan Mh. 4271. Sokak No:10N:10/1N:10/1,Antalya,SERIK,36.908089,31.116361,Magaza
A4015,Gülveren Kepez Antalya,Yeþilyurt Mah.4346 Sok No : 1 Dük. ,Antalya,KEPEZ,36.908185,30.641298,Magaza
C132,Konuksever Muratpaþa Antalya,Konuksever Mh. 10 791. Sokak,Antalya,MURATPAÞA,36.90821,30.706615,Magaza
H505,Orhan Veli Cd Kepez Antalya,Ulus Mh. Orhan Veli Caddesi No:58N:58 AN:N:58/a,Antalya,KEPEZ,36.908528,30.687885,Magaza
A6720,Ulusoy Cad Kepez Antalya,Ahatlý Mah Ulusoy Cad No:34 13-14 Nolu DükkanlarN:34N:34N:34,Antalya,KEPEZ,36.908695,30.65744,Magaza
I342,Þehit Ýsmet Akýn Tarsus Mersin,Öðretmenler Mh. Dumlupýnar Bulvarý No:1N:2N:2,Içel,TARSUS,36.908741,34.883892,Magaza
H283,Fabrikalar Kepez Antalya,Fabrikalar Mh. Fikri Erten Caddesi No:27N:27AN:N:27/A,Antalya,KEPEZ,36.908797,30.676584,Magaza
C156,Yeþildere Muratpaþa Antalya,Yeþildere Mh. 1 1151. Sk.N:40,Antalya,MURATPAÞA,36.908854,30.729048,Magaza
B477,Haluk Saraçoðlu Kepez Antalya,Yeni Doðan Mh. 1 A/B 3059. Sk.,Antalya,KEPEZ,36.908905,30.659795,Magaza
B866,Ulutaþ Kepez Antalya,Kültür Mh. 89 A B Ulusoy Cd.N:89N:89,Antalya,KEPEZ,36.909145,30.651155,Magaza
E180,Aydýnlýkevler Muratpaþa Antalya,Konuksever Mh. 2 810. Sokak,Antalya,MURATPAÞA,36.909375,30.71135,Magaza
F522,Sait Polat Tarsus Mersin,Girne Mh. Ertuðrul Gazi Caddesi No:214N:N:N:214,Içel,TARSUS,36.909558,34.897223,Magaza
A2022,Kýzýlarýk Antalya,Konuksever Mah.Kýzýlýrmak Cad N:113 AN:113ABN:113N:113N:133 ABN:113,Antalya,MURATPAÞA,36.909693,30.715169,Magaza
I865,Saraçlar Serik Antalya,Gedik Mh. 30. Sokak No:2N:2/1N:2/1N:2/1N:2/1,Antalya,SERIK,36.909738,31.08407,Magaza
A0364,Öðretmenler Tarsus Mersin,Öðretmenler Mh. 9/10 Dumlupýnar Blv.N:N:,Içel,TARSUS,36.909916,34.880679,Magaza
C241,Rasih Kaplan Cd Kepez Antalya,Ulus Mh. 33 a/b Rasýh Kaplan CaddesiN:33 N:33a-b,Antalya,KEPEZ,36.910017,30.682867,Magaza
G629,Gedik Serik Antalya,Gedik Mh. 1251. Sokak No:1N:37/11N:37/11N:37/11,Antalya,SERIK,36.910108,31.087374,Magaza
J240,Acaroðlu Serik Antalya,Akçaalan Mh. 4240. SokakN:24A,Antalya,SERIK,36.910174,31.108831,Magaza
C765,Özdemir Cd Kepez Antalya,Þafak Mh. 34 4271. SokakN:34N:,Antalya,KEPEZ,36.910571,30.641395,Magaza
B750,Kocatepe Kepez Antalya,Yükseliþ Mh. 1 2129. Sk.N:19 AN:19N:19N:19 aNN:19/a,Antalya,KEPEZ,36.910595,30.692251,Magaza
I488,Aþaðýkocayatak Serik Antalya,Aþaðýkocayatak Mh. Aþaðýkocayatak Köyü Yolu No:57/AN:57/A/B,Antalya,SERIK,36.911053,30.958239,Magaza
H302,Havana Tarsus Mersin,Duatepe Mh. Ýsmet Paþa Bulvarý No:63/A,Içel,TARSUS,36.911062,34.889574,Magaza
F339,Reþat Nuri Tarsus Mersin,Þahin Mh. 30 3252. SokakN:30,Içel,TARSUS,36.911092,34.917642,Magaza
I693,Farabi Kepez Antalya,Göksu Mh. Farabi Caddesi (6849. Sokak) No:N:13/a,Antalya,KEPEZ,36.911125,30.748116,Magaza
F866,Koca Yusuf Tarsus Mersin,Gazipaþa Mh. Gazipaþa Bulvarý No:A/27N:,Içel,TARSUS,36.911136,34.871059,Magaza
B370,Taþkesiði Camii Kepez Antalya,Ahatlý Mh. A-B-C 3156. Sk.,Antalya,KEPEZ,36.911172,30.652912,Magaza
A3812,Gazi Bulvarý Antalya,Turgut Özal Mh. ,Antalya,MURATPAÞA,36.911189,30.70228,Magaza
J506,Yahya Kemal Kepez Antalya,Özgürlük Mh. Mehmet Akif Caddesi No:52/1-2N:5N:52/1-2,Antalya,KEPEZ,36.911466,30.684907,Magaza
C371,Eroðlu Muratpaþa Antalya,Konuksever Mh. 1 808/1. Sokak,Antalya,MURATPAÞA,36.911483,30.707973,Magaza
D625,Ali Yýlmaz Kepez Antalya,Ahatlý Mh. 1 3069. SokakN:23N:23N:23N:23N:2N:23,Antalya,KEPEZ,36.911509,30.660393,Magaza
A9575,Yükseliþ Mah Kepez Antalya,Yükseliþ Mh. 2128. Sk.N:5N:5N:5 ABCN:5N:5 ABCN:5,Antalya,KEPEZ,36.911788,30.696796,Magaza
A5025,Orta Mah.Serik Antalya,Orta Mah. Tuzla Burun Cad No: 5-1 ,Antalya,SERIK,36.91188,31.105985,Magaza
A0561,Mithatpaþa Kepez Antalya,Ulus Mh. 51/A-B Mithat Paþa Cd.N:51 ABN:5N:51 a-b,Antalya,KEPEZ,36.912401,30.688357,Magaza
A7832,Ulus Kepez Antalya,Ulus mah.Orhan Veli cad.Taþköprü apt.No:22 Kepez ANTALYAN:22N:22NN:22/a,Antalya,KEPEZ,36.912431,30.688335,Magaza
C063,Beyobasý Köyceðiz Muðla,Köyceðiz Mh. 2N:2N:2N:N:N:N:2N:2,Mugla,KÖYCEÐIZ,36.912582,28.744023,Magaza
G588,Çevreyolu Serik Antalya,Akçaalan Mh. Serik Caddesi No:No:18 Ýç Kapý NN:5,Antalya,SERIK,36.91285,31.116557,Magaza
B279,Emir Sultan Kepez Antalya,Þafak Mh. 21/A 4279. Sk.,Antalya,KEPEZ,36.912916,30.636964,Magaza
B058,Yanyol Muratpaþa Antalya,Kýzýlarýk Mh. No:286 / 10-11 Gazi Blv.N:286A-BN:,Antalya,MURATPAÞA,36.913013,30.717476,Magaza
A9584,Adliye Serik Antalya,Orta Mh. 1286. Sk.,Antalya,SERIK,36.913175,31.082971,Magaza
A7137,Rasim Dokur Tarsus Mersin,Rasim Dokur Bul. Öðretmenler Mah. Ayþe Altýnyüzük Apt. Altý No: 30N:30,Içel,TARSUS,36.913256,34.885104,Magaza
A4572,Mehmet Akif Ersoy Tarsus Mersin,Gazipaþa Mah. Mehmet Akif Ersoy Cad N:103N:,Içel,TARSUS,36.91329,34.867185,Magaza
A0502,Kleopatra Tarsus Mersin,Þehitmustafa Mh. 3511. Sk.N:1N:5,Içel,TARSUS,36.913623,34.891339,Magaza
A1632,Þafak Mh Kepez,Þafak Mah. ,Antalya,KEPEZ,36.913808,30.644781,Magaza
D706,Suphi Türel Kepez Antalya,Göksu Mh. 1 Suphi Türel CaddesiN:28N:N:,Antalya,KEPEZ,36.913841,30.7505,Magaza
A4282,Kara Yusuf Kepez Antalya,Karþýyaka Mah.Karayusuf Cad.No:11 N:11N:11N:11N:11N:11N:11N:11,Antalya,KEPEZ,36.914034,30.705846,Magaza
I252,Nene Hatun Kepez Antalya,Göksu Mh. Nene Hatun Caddesi (Zübeyde HanýN:7/a,Antalya,KEPEZ,36.914034,30.742668,Magaza
D074,Yaka Kepez Antalya,Karþýyaka Mh. 22A 3927. SokakN:22N:22AN:22AN:22 a,Antalya,KEPEZ,36.914286,30.701144,Magaza
J433,Iþýk Caddesi Kepez Antalya,Karþýyaka Mh. 3931. Sokak No:27 A/BN:27 a-bN:27 AB,Antalya,KEPEZ,36.914613,30.702305,Magaza
A0132,Sema Yazar Kepez Antalya,Teomanpaþa Mh. 2216 sokak no:1-2 2215. Sk.N:1  1/2,Antalya,KEPEZ,36.914673,30.720112,Magaza
G064,Kürüþ Serik Antalya,Yeni Mh. Kürüþ Caddesi No:1N:1 / A,Antalya,SERIK,36.914753,31.111154,Magaza
C007,15 Temmuz Kepez Antalya,Düdenbaþý Mh. 18/A-B Güneþ CaddesiN:,Antalya,KEPEZ,36.914796,30.727955,Magaza
A8404,Zafer Dokuma Kepez Antalya,Zafer Mh. 2612. Sk.N:19N:19N:19N:N:19N:19,Antalya,KEPEZ,36.914976,30.68832,Magaza
F950,Yenimahalle Serik Antalya,Yeni Mh. Sadýkoðlu CaddesiN:11 AN:11 / A,Antalya,SERIK,36.915059,31.106906,Magaza
A3483,Ýþler Serik Antalya,Orta Mah. Ýþler Cad. ,Antalya,SERIK,36.915522,31.100494,Magaza
D048,Taþaðýl Manavgat Antalya,Taþaðýl Mh. 50/3-4-5-6-7,Antalya,MANAVGAT,36.915761,31.235713,Magaza
A1408,Dokuma Kepez,Özgürlük Mah. Mithatpaþa Cad. N:97AN:97N:97 AN:97AN:97 AN:97 AN:97/a,Antalya,KEPEZ,36.915764,30.686306,Magaza
A8047,Demirgül Antalya,Düdenbaþý Mah.2336 Sok.Altýnkaya ApT No:20/A-B Kepez ANTALYAN:20NN:20 ab,Antalya,KEPEZ,36.915856,30.733325,Magaza
K121,Zübeyde Haným Kepez Antalya,Zafer Mh. Mehmet Akif Caddesi No:145 AN:1/N:1/3,Antalya,KEPEZ,36.916024,30.693793,Magaza
F408,Yeni Düdenbaþý Kepez Antalya,Teomanpaþa Mh. Güneþ Caddesi No:1N:29N:29 A,Antalya,KEPEZ,36.91612,30.72754,Magaza
G182,Müftülük Serik Antalya,Merkez Mh. Gazi Mustafa Kemal Caddesi (AtatN:190,Antalya,SERIK,36.916177,31.089201,Magaza
J242,Tuzcuoðlu Serik Antalya,Merkez Mh. 2145. Sokak No:14,Antalya,SERIK,36.916274,31.098754,Magaza
C668,Çarþamba Pazarý Kepez Antalya,Düdenbaþý Mh. 23/A 2331. SokakN:23/a,Antalya,KEPEZ,36.916798,30.736221,Magaza
H388,Fatmanur Çelik Kepez Antalya,Teomanpaþa Mh. 2228. Sokak No:1,Antalya,KEPEZ,36.916861,30.723612,Magaza
H351,Kahve Çekirdeði Kepez Antalya,Zafer Mh. 2613. Sokak No:48,Antalya,KEPEZ,36.916921,30.694432,Magaza
A2326,Karþýyaka Kepez,Karþýyaka Mah.3934 Sok. N:61N:61N:11N:61,Antalya,KEPEZ,36.917253,30.70119,Magaza
H493,Arýkan Tarsus Mersin,Mithatpaþa Mh. Mehmet Akif Ersoy Caddesi No:26-N:26,Içel,TARSUS,36.917432,34.875513,Magaza
D174,Jandarma Serik Antalya,Cumalý Mh. 5-1 5-2N:5/1/2N:5/1/2N:5/1/2N:5/N:5/1/2,Antalya,SERIK,36.917483,31.079778,Magaza
B543,Ören Þehir Camii Kepez Antalya,Karþýyaka Mh. 45/A-B Karayusuf Cd.(2143. Sk.)NN:,Antalya,KEPEZ,36.917699,30.70749,Magaza
I702,Kütüphane Kepez Antalya,Teomanpaþa Mh. Necip Fazýl Kýsakürek Caddesi NoN:19/a,Antalya,KEPEZ,36.917821,30.717992,Magaza
I407,Yarenlik Tarsus Mersin,Yeni Ömerli Mh. 4110. Sokak No:10/AN:N:,Içel,TARSUS,36.917956,34.887558,Magaza
A6346,Ýsmail Hakký Kaya Kepez Antalya,Teomanpaþa mah.2282 sok.no:4/5/6 N:4 5/6N:4N:4,Antalya,KEPEZ,36.918332,30.724158,Magaza
C346,Haseki Kepez Antalya,Güneþ Mh. 127 / A-B Necip Fazýl Kýsakürek Caddes,Antalya,KEPEZ,36.918478,30.731812,Magaza
F649,Merkez Mah Serik Antalya,Kökez Mh. Burmahancý Caddesi (Prof. Dr. Yaþar Uçar,Antalya,SERIK,36.918487,31.102702,Magaza
D412,Hürriyet Serik Antalya,Yeni Mh. 1 Hürriyet CaddesiN:28/4-5N:28/4N:28/4/5,Antalya,SERIK,36.918495,31.10739,Magaza
G501,Demir Kapý Tarsus Mersin,Þehitkerim Mh. Adana Caddesi No:6N:152,Içel,TARSUS,36.91859,34.899176,Magaza
A6721,Salý Pazarý Serik Antalya,Merkez Mah.Barbaros Cad.Aysel Apt. No 1-2 nolu dükkanlar,Antalya,SERIK,36.918593,31.094045,Magaza
A0651,Necip Fazýl Kepez Antalya,Güneþ Mh. 1 6002. Sk.,Antalya,KEPEZ,36.919001,30.727638,Magaza
E122,Devlet Hastanesi Serik Antalya,Merkez Mh. 1 2048. Sokak,Antalya,SERIK,36.919025,31.088353,Magaza
J658,Ýstiklal Tarsus Mersin,Yeni Ömerli Mh. Ýstiklal Caddesi No:32N:32N:32N:N:32,Içel,TARSUS,36.91919,34.890388,Magaza
A9034,Köylü Pazarý Tarsus Mersin,Anýt Mh. 0329. Sk.N:N:,Içel,TARSUS,36.919783,34.87592,Magaza
A7827,Burmahancý Serik Antalya,Merkez Mah.Burmahancý Cad.No:77 Serik AntalyaN:77N:77N:77N:77N:77,Antalya,SERIK,36.919937,31.099496,Magaza
G687,Pýnar Mah Köyceðiz Muðla,Pýnar Mh. Ýsimsiz Yol No:14AN:N:14,Mugla,KÖYCEÐIZ,36.920056,28.826932,Magaza
C227,Iþýk Sokak Serik Antalya,Yeni Mh. 1 Akkuyu Caddesi,Antalya,SERIK,36.92011,31.116814,Magaza
A5384,Anýt Mahallesi Tarsus  Mersin,Anýt Mah. Kale Burcu Cad. ,Içel,TARSUS,36.920384,34.879043,Magaza
J187,Serdengeçti Kepez Antalya,Teomanpaþa Mh. 2254. Sokak No:10,Antalya,KEPEZ,36.920414,30.716681,Magaza
C797,Serik Taþýma Serik Antalya,Kökez Mh. 71 3007. Sokak,Antalya,SERIK,36.920752,31.104223,Magaza
A5720,Erdem Beyazýt Kepez Antalya,Yeni Emek Mh. 2581. SokakN:16/13,Antalya,KEPEZ,36.920974,30.700435,Magaza
D466,Osman Yüksel Kepez Antalya,Teomanpaþa Mh. 29-A-B 2220. Sokak,Antalya,KEPEZ,36.921029,30.721088,Magaza
A5587,Mehmet Akif Kepez Antalya,Mehmet Akif Ersoy Mah. Kutlu Apt.No:27/N:27/AN:27/a,Antalya,KEPEZ,36.9212,30.718523,Magaza
A0816,Alanyalý Camii Kepez Antalya,Yeni Mh. 2430. SokakN:45 A,Antalya,KEPEZ,36.921705,30.708463,Magaza
A5361,Güneþ Kepez Antalya,Güneþ Mah.Osman Yüksel Serden Geçti Baðýmsýz Dükkanlar,Antalya,KEPEZ,36.921796,30.729885,Magaza
C167,Mobil Ortaokulu Kepez Antalya,Yeni Mh. 2449. SokakN:25 A-B,Antalya,KEPEZ,36.921819,30.712878,Magaza
A0483,Þehit Ýshak Tarsus Mersin,Þehitishak Mh. 37 Nene Hatun Cd.N:37N:37N:37N:37,Içel,TARSUS,36.922353,34.883093,Magaza
B631,Halide Edip Kepez Antalya,Kanal Mh. 4698. SokakN:7,Antalya,KEPEZ,36.922754,30.676185,Magaza
H330,Çetin Kepez Antalya,Atatürk Mh. 2643. SokakN:135N:135,Antalya,KEPEZ,36.92279,30.6917,Magaza
J218,15 Katlýlar Kepez Antalya,Mehmet Akif Ersoy Mh. Güneþ Caddesi No:83AA/83AB/83ACNN:,Antalya,KEPEZ,36.922834,30.726779,Magaza
I620,Yakamoz Kepez Antalya,Yeni Emek Mh. Ceyhan CaddesiN:34-5N:34-5N:34N:34,Antalya,KEPEZ,36.922898,30.699586,Magaza
A0066,Gaziler Tarsus Mersin,Altaylýlar Mh. 51 Turan Cd.N:51,Içel,TARSUS,36.923068,34.852726,Magaza
E913,Ýncikpýnarý Aksu Antalya,Güzelyurt Mh. 25/1 228. Sokak,Antalya,AKSU,36.923174,30.822095,Magaza
I444,Aliler Serik Antalya,Cumhuriyet Mh. Aliler Caddesi No:35/A,Antalya,SERIK,36.923464,31.111289,Magaza
D111,Mazý Yolu Kepez Antalya,Barýþ Mh. 1A/7-8-9 2908. Sk.N:12N:12N:12,Antalya,KEPEZ,36.923719,30.685232,Magaza
A1558,Yeni Mh Kepez Antalya,Yeni Mh. Yeþilýrmak CaddesiN:74/1N:74/1N:N:74,Antalya,KEPEZ,36.923761,30.713814,Magaza
A8817,Ceyhan Cad Kepez Ant,Yeni Emek Mh. Ceyhan CaddesiN:47A47BN:47N:47,Antalya,KEPEZ,36.923909,30.700316,Magaza
A9349,Baðlar Tarsus Mersin,Baðlar Mh. 0401. Sk.N:71N:71,Içel,TARSUS,36.923913,34.871016,Magaza
A3972,Kanal  Kepez  Antalya,Kanal Mah. Antalya Bulvarý N:16N:16N:16,Antalya,KEPEZ,36.923921,30.668658,Magaza
G337,Atatürk Tarsus Mersin Tarsus Mersin,Yeni Mh. 4004. SokakN:6,Içel,TARSUS,36.92419,34.875669,Magaza
A9088,Cuma Pazarý Kepez An,Altýnova Orta Mh. Þelale Sk.N:185 AN:185 AN:N:N:6b/1-2,Antalya,KEPEZ,36.924495,30.774683,Magaza
K276,Taþhan Marmaris Muðla,Çetibeli Mh. Marmaris Muðla Yolu No:3,Mugla,MARMARIS,36.925249,28.279468,Magaza
A9395,Ömer Buyrukçu Kepez Antalya,Güneþ Mh. Ömer Buyrukçu Cd.N:66/a-bN:66abc,Antalya,KEPEZ,36.925385,30.7322,Magaza
J434,Eyüboðlu Serik Antalya,Kökez Mh. 19 Mayýs Caddesi No:20,Antalya,SERIK,36.92555,31.097225,Magaza
I769,Paþa Caddesi Kepez Antalya,Erenköy Mh. 4805. Sokak No:126A/B,Antalya,KEPEZ,36.925616,30.675043,Magaza
I725,Þerife Tufan Kepez Antalya,Mehmet Akif Ersoy Mh. 6758. Sokak No:18N:10/b,Antalya,KEPEZ,36.925772,30.721543,Magaza
A9342,Ömerli Tarsus Mersin,Eski Ömerli Mh. 1340. Sk.N:29N:29N:29N:,Içel,TARSUS,36.9258,34.891914,Magaza
F207,Turan Tarsus Mersin,Altaylýlar Mh. 26 207. SokakN:26N:26,Içel,TARSUS,36.925871,34.858965,Magaza
A8904,Yeni Fýndýkpýnarý Mezitli Mers,Fýndýkpýnarý Mh. ,Içel,MEZITLI,36.926026,34.372106,Magaza
I279,Yazýr Yolu Cd Serik Antalya,Kökez Mh. Yazýr Yolu Caddesi No:1,Antalya,SERIK,36.926193,31.102935,Magaza
D397,Esma Sultan Kepez Antalya,Hüsnü Karakaþ Mh. 6092. SokakN:103/C,Antalya,KEPEZ,36.926581,30.726434,Magaza
G673,Kent Meydaný Kepez Antalya,Gündoðdu Mh. 2464. SokakN:42/AN:,Antalya,KEPEZ,36.926625,30.705975,Magaza
A0672,Ahmet Vefik Kepez Antalya,Kanal Mh. 1 4738. Sk.N:88N:88N:88N:88/A,Antalya,KEPEZ,36.926754,30.670054,Magaza
A1386,Yeni Emek Kepez Antalya,Yeni Emek Mh. Ceyhan CaddesiN:44N:44N:44N:44,Antalya,KEPEZ,36.927086,30.701538,Magaza
B549,Kütükçü Kepez Antalya,Kütükçü Mh. 1 2975. Sk.N:16N:16,Antalya,KEPEZ,36.927412,30.690276,Magaza
I996,Ekpa Kepez Antalya,Hüsnü Karakaþ Mh. 6073. Sokak No:95N:a2 95N:95,Antalya,KEPEZ,36.927448,30.740615,Magaza
I074,Bekçiler Mah Seydikemer Muðla,Bekçiler Mh. Antalya Fethiye Yolu No:29/1N:29,Mugla,SEYDIKEMER,36.927551,29.728879,Magaza
H242,Mavi Bulvar Tarsus Mersin,Yeni Mh. Dr. Devlet Bahçeli Caddesi No:2NN:2,Içel,TARSUS,36.927672,34.880783,Magaza
A2694,Çaðlayan Tarsus Mersin,Çaðlayan Mh. Cahit Hakanoðlu (1012) Sk.(1012.N:2,Içel,TARSUS,36.92769,34.900095,Magaza
A0962,Merkez Taþkent Konya,Hýra Mh. Vali Ýzzet Bey CaddesiN:105/HN:,Konya,TAÞKENT,36.927871,32.494397,Magaza
