CARI_KOD,CARI_ISIM,ADRES,IL,ILCE,ENLEM,BOYLAM,TIPI
I258,Ýsmail Aða Þiþli Ýstanbul,Yayla Mh. 2. Ortakýr SokakN:27N:27,Istanbul,ÞIÞLI,41.047731,28.973879,Magaza
I182,Elvan Beyoðlu Ýstanbul,Halýcýoðlu Mh. Elvandirek Sokak No:15/A,Istanbul,BEYOÐLU,41.047891,28.949777,Magaza
A2307,Kosova Bayrampaþa Ýstanbul,Muratpaþa Mh. Kosova CaddesiN:54/A,Istanbul,BAYRAMPAÞA,41.047899,28.902926,Magaza
H833,Mehpare Silivri Ýstanbul,Gümüþyaka Mh. Mehpare Sokak No:13A-B-CN:13A-BCN:13a-b-,Istanbul,SILIVRI,41.048043,28.043505,Magaza
J397,Kurudere Þiþli Ýstanbul,Mahmut Þevket Paþa Mh. Kurudere Sokak No:85,Istanbul,ÞIÞLI,41.048084,28.966849,Magaza
H818,Bilal Habeþi Esenler Ýstanbul,Birlik Mh. Kazým Karabekir Caddesi No:124/A,Istanbul,ESENLER,41.04817,28.86957,Magaza
J960,Þahinbey Esenler Ýstanbul,Fevzi Çakmak Mh. 1137. Sokak No:44-46,Istanbul,ESENLER,41.048215,28.879752,Magaza
A9856,Velioðlu Baðcýlar Ýstanbul,Demirkapý Mh. Velioðlu CaddesiN:79,Istanbul,BAÐCILAR,41.048282,28.84469,Magaza
H965,Erfelek Silivri Ýstanbul,Gümüþyaka Mh. Erfelek Sokak No:2N:2N:2N:2N:2N:2,Istanbul,SILIVRI,41.04848,28.038158,Magaza
A2793,Yýldýz Beþiktaþ Ýstanbul,Abbasaða Mah. Yýldýz Cad. N:19/A,Istanbul,BEÞIKTAÞ,41.048644,29.006002,Magaza
A4807,Fidan Baðcýlar Ýstanbul,Fatih Mh. Fidan SokakN:N:N:N:,Istanbul,BAÐCILAR,41.048684,28.84548,Magaza
G338,Ýlim Çekmeköy Ýstanbul,Çatalmeþe Mh. Reþadiye Caddesi No:16/A,Istanbul,ÇEKMEKÖY,41.048704,29.240131,Magaza
F681,Gülbahar Hatun Cad Vakfýkebir Trabzon,Kemaliye Mh. Okullar SokakN:222N:N:N:N:N:N:,Trabzon,VAKFIKEBIR,41.048757,39.283853,Magaza
A1412,Gümüþyaka Silivri Ýstanbul,MERKEZ MAH. 25. CAD. NO:1 B BLOK N:5N:5N:5N:5N:5,Istanbul,SILIVRI,41.048803,28.044747,Magaza
A9855,Kemalpaþa Baðcýlar Ýstanbul,Kemalpaþa Mh. 1884. SokakN:46/B,Istanbul,BAÐCILAR,41.048842,28.849121,Magaza
A8588,Dumlupýnar Ümraniye,Dumlupýnar Mh. Malatya CaddesiN:50,Istanbul,ÜMRANIYE,41.048877,29.095324,Magaza
A3076,Beyþehir Silivri Ýstanbul,Gümüþyaka Mh. Büyükyalý Caddesi,Istanbul,SILIVRI,41.04894,28.05024,Magaza
A0509,Eyüp Sultan Eyüp Ýstanbul,Merkez Mh. Fahri Korutürk Çýkmazý SokakN:3/A 1,Istanbul,EYÜPSULTAN,41.049178,28.931261,Magaza
I078,Cuma Cami Eyüpsultan Ýstanbul,Rami Cuma Mh. Mahmudiye Caddesi No:25AN:25A,Istanbul,EYÜPSULTAN,41.049229,28.921654,Magaza
I590,Cumhuriyet Küçükçekmece Ýstanbul,Atatürk Mh. Ýkitelli Caddesi No:68N:68/A,Istanbul,KÜÇÜKÇEKMECE,41.049243,28.80031,Magaza
C804,Kaan Beyoðlu Ýstanbul,Piyalepaþa Mh. 12 Þark Sokak,Istanbul,BEYOÐLU,41.049349,28.963531,Magaza
F675,Ömürlü Baðcýlar Ýstanbul,Demirkapý Mh. 1622. SokakN:64N:N:N:,Istanbul,BAÐCILAR,41.04935,28.832761,Magaza
A5173,Rami Eyüp Ýstanbul,Rami Cuma Mh. Cuma Camii SokakN:26N:26N:,Istanbul,EYÜPSULTAN,41.049367,28.92257,Magaza
I960,Eser Beyoðlu Ýstanbul Beyoðlu Ýstanbul,Fetihtepe Mh. Eser Sokak No:1/1,Istanbul,BEYOÐLU,41.049507,28.958493,Magaza
D765,Çatalmeþe Çekmeköy Ýstanbul,Çatalmeþe Mh. 17-13 Sultan Suyu Caddesi,Istanbul,ÇEKMEKÖY,41.049613,29.243489,Magaza
D938,Metro Kocatepe Bayrampaþa Ýstanbul,Kocatepe Mh. Kocatepe CaddesiN:1N:1N:,Istanbul,BAYRAMPAÞA,41.049646,28.896545,Magaza
A9651,Birlik Esenler Ýstanbul,Fevzi Çakmak Mh. Atýþalaný CaddesiN:180/AN:180N:NN:,Istanbul,ESENLER,41.04976,28.876058,Magaza
A5273,Ezber Ümraniye Ýstanbul,Topaðacý mah. Ezber Cad. No:44/A N:44/A,Istanbul,ÜMRANIYE,41.049787,29.107493,Magaza
A8515,Kayýkent Üsküdar,Yavuztürk Mh. Tarih CaddesiN:203N:N:,Istanbul,ÜSKÜDAR,41.050054,29.084935,Magaza
D768,Kamil Bayrampaþa Ýstanbul,Muratpaþa Mh. Sokullu SokakN:99-101,Istanbul,BAYRAMPAÞA,41.050084,28.906542,Magaza
H548,Gülpare Büyükçekmece Ýstanbul,Celaliye Mh. Atasoy Sokak No:17N:17N:,Istanbul,BÜYÜKÇEKMECE,41.050145,28.420548,Magaza
D493,Goncalar Üsküdar Ýstanbul,Bahçelievler Mh. 5 Goncalar Sokak,Istanbul,ÜSKÜDAR,41.050172,29.077266,Magaza
J679,Tuna Esenler Ýstanbul,Tuna Mh. Sakarya Caddesi No:47/51 B,Istanbul,ESENLER,41.050239,28.862215,Magaza
C192,Þeker Kuyusu Beyoðlu Ýstanbul,Sütlüce Mh. 21/A Þeker Kuyusu Sokak,Istanbul,BEYOÐLU,41.050303,28.944131,Magaza
A4728,Yavuztürk  Baðcýlar  Ýstanbul,Kemalpaþa Mh. 1889. SokakN:61/1-5,Istanbul,BAÐCILAR,41.050408,28.849413,Magaza
E682,Sardunya Bayrampaþa Ýstanbul,Kartaltepe Mh. 54. SokakN:5/A,Istanbul,BAYRAMPAÞA,41.050408,28.900405,Magaza
F070,Eczacý Þiþli Ýstanbul,Paþa Mh. 15 Yay Caddesi,Istanbul,ÞIÞLI,41.050509,28.974768,Magaza
A6048,Kuzey Beyoðlu Ýstanbul,Piyalepaþa mah. Kuzey sk. No:56,Istanbul,BEYOÐLU,41.050551,28.960513,Magaza
A5523,Çengelköy Üsküdar Ýstanbul,Çengelköy Mah. Kireçocaðý Sok. ,Istanbul,ÜSKÜDAR,41.050597,29.063188,Magaza
A4241,Topaðacý Ümraniye Ýstanbul,Topaðacý mah. Adem Yavuz cad. N:2N:2N:,Istanbul,ÜMRANIYE,41.050681,29.101035,Magaza
F263,Bomonti Þiþli Ýstanbul,Cumhuriyet Mh. Gökkuþaðý SokakN:2/bN:2 /BN:2/B,Istanbul,ÞIÞLI,41.0507,28.990246,Magaza
A0231,Nevapark Fatsa Ordu,Evkaf Mh. 29N:,Ordu,FATSA,41.050757,37.47617,Magaza
C581,Süleymaniye Kocaali Sakarya,Aðalar Mh. 2 Yýldýrým SokakN:2N:2,Sakarya,KOCAALI,41.050794,30.849349,Magaza
A9222,Eskiþehir Þiþli Ýsta,Feriköy Mh. Kurtuluþ Cd.,Istanbul,ÞIÞLI,41.050818,28.982644,Magaza
A4775,Kemer Esenler Ýstanbul,Kemer Mh. Kemer CaddesiN:61/BN:,Istanbul,ESENLER,41.050857,28.87977,Magaza
A9291,Pangaltý Þiþli Ýstanbul,Bozkurt Mh. Bilezikçi SokakN:2,Istanbul,ÞIÞLI,41.050863,28.985435,Magaza
K053,Plevne Gaziosmanpaþa Ýstanbul,Baðlarbaþý Mh. Haþim Yýlmaz Caddesi No:45N:N:,Istanbul,GAZIOSMANPAÞA,41.050885,28.885981,Magaza
C386,Kirazlýk Mah Vakfýkebir Trabzon,Büyükliman Mh. Gülbaharhatun CaddesiN:326N:,Trabzon,VAKFIKEBIR,41.050969,39.293245,Magaza
A7450,Yalýköy Fatsa Ordu,Merkez Mah.Atatürk Cad.No:39/A Yalýköy,Ordu,FATSA,41.051035,37.615315,Magaza
A4785,Celaliye Büyükçekmece  Ýstanbul,Celaliye Mah Asil sk,Istanbul,BÜYÜKÇEKMECE,41.051093,28.418363,Magaza
J726,Defne Baðcýlar Ýstanbul,Demirkapý Mh. 1644. Sokak No:16D/58.59N:N:,Istanbul,BAÐCILAR,41.051121,28.834478,Magaza
F832,Çanakkale Silivri Ýstanbul,Gümüþyaka Mh. Çanakkale Caddesi No:1/1AN:1AN:1N:1a,Istanbul,SILIVRI,41.051134,28.042644,Magaza
A8522,Yeni Hacýosman Beþikdüzü,Cumhuriyet Mh. Hacý Osman Yücesan CaddesiN:18,Trabzon,BEÞIKDÜZÜ,41.051178,39.232327,Magaza
J820,Kiriþhane Silivri Ýstanbul,Gümüþyaka Mh. Yalýköy Caddesi No:51c-dN:51c-d,Istanbul,SILIVRI,41.05125,28.054381,Magaza
A1613,Ýslambey Eyüp Ýstanbul,Ýslambey Mh. Ýslambey CaddesiN:38,Istanbul,EYÜPSULTAN,41.051338,28.927248,Magaza
B236,Gediz Þiþli Ýstanbul,Feriköy Mh. 12 Seymen Sk.,Istanbul,ÞIÞLI,41.051395,28.979139,Magaza
A9724,Atatürk Küçükçekmece Ýstanbul,Atatürk Mh. Þehit Ertan Yýlmaztürk SokakN:11,Istanbul,KÜÇÜKÇEKMECE,41.051516,28.803566,Magaza
A2715,Sütlüce Beyoðlu Ýstanbul,Sütlüce Mah. Talippaþa Sk. No:30/B - 32/A,Istanbul,BEYOÐLU,41.0517,28.9463,Magaza
A7219,Mehmet Akif Ersoy Kocaali,Merkez Mah. Mehmet Akif Ersoy Cad. No:50N:50N:50N:50N:N:N:N:N:50,Sakarya,KOCAALI,41.05176,30.852201,Magaza
F601,30 Aðustos Çekmeköy Ýstanbul,Çatalmeþe Mh. 242. Sokak No:10,Istanbul,ÇEKMEKÖY,41.051767,29.247062,Magaza
J505,Fenertepe Esenler Ýstanbul,Birlik Mh. Þehit Vedat Çaðlar Caddesi No:35N:,Istanbul,ESENLER,41.051913,28.87171,Magaza
A4066,M.Akif Ersoy Cad. Beþikdüzü Trabzon,Cumhuriyet Mh. Mehmet Akif Ersoy CaddesiN:5N:N:,Trabzon,BEÞIKDÜZÜ,41.052003,39.227657,Magaza
F763,Ortalýca Tosya Kastamonu,Ortalýca Köyü  No:1N:4 / 2N:4/2N:4/2N:4/2,Kastamonu,TOSYA,41.052476,34.257418,Magaza
H619,Meral Küçükçekmece Ýstanbul,Atatürk Mh. 330. SokakN:2/BN:N:N:N:,Istanbul,KÜÇÜKÇEKMECE,41.052733,28.796232,Magaza
I321,Aeg Yokuþu Bayrampaþa Ýstanbul,Kartaltepe Mh. Süleyman Þah Caddesi No:8-10BN:8-10,Istanbul,BAYRAMPAÞA,41.052838,28.904086,Magaza
A4823,Mehmetcik Küçükçekmece Ýstanbul,Mehmet Akif Mh. 1. Mehmetçik SokakN:10N:10-12A,Istanbul,KÜÇÜKÇEKMECE,41.052903,28.803054,Magaza
H355,Borakent Baðcýlar Ýstanbul,Demirkapý Mh. 1656. Sokak No:10,Istanbul,BAÐCILAR,41.052904,28.837778,Magaza
A7171,Baþaran Bayrampaþa ,Kartaltepe Mh. N:168N:,Istanbul,BAYRAMPAÞA,41.053084,28.898807,Magaza
A6815,Kostak Ümraniye,Topaðacý Mah.Hisar Cad. No:124/A -BN:,Istanbul,ÜMRANIYE,41.053274,29.093391,Magaza
F822,Piknik Yolu Çekmeköy Ýstanbul,Çatalmeþe Mh. 186. Sokak No:20N:,Istanbul,ÇEKMEKÖY,41.053278,29.239818,Magaza
F541,Kavala Baðcýlar Ýstanbul,Mahmutbey Mh. Gazi Mustafa Kemal CaddesiN:8/10,Istanbul,BAÐCILAR,41.053359,28.827569,Magaza
I926,Bademlik Beyoðlu Ýstanbul,Sütlüce Mh. Keser SokakN:8,Istanbul,BEYOÐLU,41.053486,28.949787,Magaza
A8316,Ýkizce Ýkizce Ordu,Merkez Mh. Azmi Yýlmaz SokakN:2,Ordu,ÝKIZCE,41.05352,37.078691,Magaza
A3940,Mahmut Þevket Paþa Þiþli Ýstanbul,Mahmut Þevket Paþa Mah. ,Istanbul,ÞIÞLI,41.0536,28.9644,Magaza
J597,Asil Küçükçekmece Ýstanbul,Yarýmburgaz Mh. 1. Cumhuriyet Caddesi No:3/5,Istanbul,KÜÇÜKÇEKMECE,41.05364,28.75337,Magaza
A2009,Kocatepe Bayrampaþa Ýstanbul,Kocatepe Mh. 15. SokakN:18/A,Istanbul,BAYRAMPAÞA,41.053684,28.894225,Magaza
C471,Metro Sitesi Baðcýlar Ýstanbul,Demirkapý Mh. Maslak CaddesiN:16A-B,Istanbul,BAÐCILAR,41.053842,28.834758,Magaza
A9656,Fatih Mah Beþikdüzü Trabzon,Fatih Mh. Osman Dilek CaddesiN:52/AN:N:N:NN:,Trabzon,BEÞIKDÜZÜ,41.053883,39.224176,Magaza
A7873,Ergenekon Þiþli,Cumhuriyet Mahallesi Ergenekon Caddesi No:102/1-64 A,Istanbul,ÞIÞLI,41.053895,28.980614,Magaza
A9854,Eski Pazar Baðcýlar Ýstanbul,Fatih Mh. Emre Çk.,Istanbul,BAÐCILAR,41.053924,28.847605,Magaza
G147,Yeni Mahalle Eyüpsultan Ýstanbul,Rami Yeni Mh. Ýslambey CaddesiN:147,Istanbul,EYÜPSULTAN,41.054129,28.919963,Magaza
B938,Soner Sk Üsküdar Ýstanbul,Çengelköy Mh. 12 Ordu Caddesi,Istanbul,ÜSKÜDAR,41.05426,29.063517,Magaza
B140,Havuzbaþý Eyüp Ýstanbul,Rami Yeni Mh. Ýmam Rüstem SokakN:76AN:,Istanbul,EYÜPSULTAN,41.054448,28.91573,Magaza
H311,Atýþalaný Esenler Ýstanbul,Havaalaný Mh. Köyiçi CaddesiN:28/AN:N:,Istanbul,ESENLER,41.054477,28.872199,Magaza
G128,Cicoz Yolu Bayrampaþa Ýstanbul,Kartaltepe Mh. Cicoz Yolu CaddesiN:48 a-b,Istanbul,BAYRAMPAÞA,41.054524,28.906488,Magaza
F396,Hayat Baðcýlar Ýstanbul,Göztepe Mh. 2356. SokakN:79/80,Istanbul,BAÐCILAR,41.054542,28.831381,Magaza
A4845,Adnan Menderes Silivri Ýstanbul,Selimpaþa Mh. Nuray SokakN:2N:2N:2N:N:2N:2,Istanbul,SILIVRI,41.054585,28.365389,Magaza
D949,Kýlýçarslan Küçükçekmece Ýstanbul,Mehmet Akif Mh. 325. SokakN:90AN:90/A,Istanbul,KÜÇÜKÇEKMECE,41.054601,28.801958,Magaza
J129,Yoðurthane Silivri Ýstanbul,Selimpaþa Mh. 202. Cadde No:1/AN:1AN:1aN:1aN:1N:1a,Istanbul,SILIVRI,41.054775,28.37979,Magaza
E314,Iþýk Küçükçekmece Ýstanbul,Mehmet Akif Mh. 1. Hilal SokakN:1315ABN:13/C,Istanbul,KÜÇÜKÇEKMECE,41.054934,28.805024,Magaza
A4786,E-5 Selimpaþa Silivri Ýstanbul,Selimpaþa N:35N:35N:35N:35,Istanbul,SILIVRI,41.054971,28.375271,Magaza
A0830,Poyraz Þiþli Ýstanbul,Paþa Mh. 15 Poyraz Sk.N:N:52N:52,Istanbul,ÞIÞLI,41.054971,28.97175,Magaza
G654,Halaskar Silivri Ýstanbul,Selimpaþa Mh. Halaskargazi Caddesi No:45N:45N:N:45,Istanbul,SILIVRI,41.055163,28.369313,Magaza
G671,Mehmet Akif Esenler Ýstanbul,Kemer Mh. Devran Sokak No:2-4AN:,Istanbul,ESENLER,41.055166,28.875949,Magaza
A4593,Bahçelievler Üsküdar,Bahçelievler Mh. Yeþiltepe CaddesiN:6/A,Istanbul,ÜSKÜDAR,41.055176,29.077517,Magaza
I426,Düzgün Bayrampaþa Ýstanbul,Kartaltepe Mh. 50. Yýl Caddesi No:81/A - 34N:,Istanbul,BAYRAMPAÞA,41.055194,28.896797,Magaza
A0785,Çakmaklý Büyükçekmece Ýstanbul,Çakmaklý Mh. 107 Gölþehir Konutlarý (150. Sk.N:107,Istanbul,BÜYÜKÇEKMECE,41.055323,28.62535,Magaza
A2568,Mehmet Akif Ersoy Kaðýthane Ýstanbul,Mehmet Akif Ersoy Mah. Gamze Sk /C ,Istanbul,KAÐITHANE,41.0554,28.9565,Magaza
G935,Tema Küçükçekmece Ýstanbul,Atakent Mh. Yeþilvadi SokakN:6-1/A,Istanbul,KÜÇÜKÇEKMECE,41.055428,28.764154,Magaza
G432,Pirireis Küçükçekmece Ýstanbul,Atatürk Mh. 332. SokakN:51/A,Istanbul,KÜÇÜKÇEKMECE,41.05544,28.797445,Magaza
J750,Hafik Cad Þiþli Ýstanbul,Mahmut Þevket Paþa Mh. Çamlýca Sokak No:9,Istanbul,ÞIÞLI,41.055454,28.964593,Magaza
A2576,Fatih Cad. Bayrampaþa Ýstanbul,Kartaltepe Mh. Fatih CaddesiN:62/A,Istanbul,BAYRAMPAÞA,41.055586,28.902025,Magaza
C701,Maslak Caddesi Baðcýlar Ýstanbul,Göztepe Mh. Maslak CaddesiN:A73/A,Istanbul,BAÐCILAR,41.055614,28.841986,Magaza
A9191,Enverpaþa Esenyurt Ýstanbul,Aþýk Veysel Mh. Enverpaþa CaddesiN:1N:,Istanbul,ESENYURT,41.055622,28.673903,Magaza
A0265,Havaalaný Esenler Ýstanbul,Havaalaný Mh. Gülyüzü SokakN:23/A,Istanbul,ESENLER,41.055675,28.871641,Magaza
A2004,Halit Paþa Gaziosmanpaþa Ýstanbul,Merkez Mh. Halitpaþa CaddesiN:8,Istanbul,GAZIOSMANPAÞA,41.055699,28.914331,Magaza
H030,Van Gölü Esenler Ýstanbul,Havaalaný Mh. Garanti Caddesi (Garanti Sokak) No:24/A,Istanbul,ESENLER,41.056087,28.868996,Magaza
C191,Marmara Caddesi Gaziosmanpaþa Ýstan,Sarýgöl Mh. Marmara CaddesiN:14-18,Istanbul,GAZIOSMANPAÞA,41.056168,28.921465,Magaza
A3099,Ortaköy Beþiktaþ Ýstanbul,1. Bölge Ortaköy Mah.Ambarlýdere ,Istanbul,BEÞIKTAÞ,41.0562,29.0227,Magaza
A9702,Göztepe Baðcýlar Ýstanbul,Göztepe Mh. 2339. SokakN:30N:N:,Istanbul,BAÐCILAR,41.056234,28.838004,Magaza
F875,Eti Beyoðlu Ýstanbul,Örnektepe Mh. Etibank Caddesi No:39,Istanbul,BEYOÐLU,41.056377,28.955351,Magaza
A0473,Akþemsettin Kocaali Sakarya,Aðalar Mh. 11 Sakarya Cd.N:11N:11N:11N:N:11N:11,Sakarya,KOCAALI,41.056447,30.853463,Magaza
E869,Gümüþsuyu Eyüpsultan Ýstanbul,Karlýtepe Mh. Çeþme Üstü SokakN:1-2N:,Istanbul,GAZIOSMANPAÞA,41.056489,28.931576,Magaza
K364,Dereiçi Perþembe Ordu,Dereiçi Mh. Saray Caddesi No:15,Ordu,PERÞEMBE,41.056518,37.77809,Magaza
G412,Kadir Has Silivri Ýstanbul,Selimpaþa Mh. Büyükçekmece Silivri Yolu No:17AN:17a,Istanbul,SILIVRI,41.056526,28.369692,Magaza
A6253,Oruç Reis Esenler Ýstanbul,Oruçreis Mh. 617. SokakN:37,Istanbul,ESENLER,41.056621,28.860805,Magaza
E999,Yeni Kocaali Kocaali Sakarya,Merkez Mh. 34C/1N:348/1N:34B/1,Sakarya,KOCAALI,41.056636,30.850161,Magaza
K246,Altay Küçükçekmece Ýstanbul,Yarýmburgaz Mh. 1. Cumhuriyet Caddesi No:38/A,Istanbul,KÜÇÜKÇEKMECE,41.056656,28.753167,Magaza
A5189,Çýnarcýk Gaziosmanpaþa Ýstanbul,Sarýgöl Mh. Çýnarcýk SokakN:51/1N:,Istanbul,GAZIOSMANPAÞA,41.05685,28.916899,Magaza
K092,Özdemir Silivri Ýstanbul,Selimpaþa Mh. 203. Cadde No:13-14-15,Istanbul,SILIVRI,41.056993,28.38349,Magaza
D051,Talimhane Üsküdar Ýstanbul,Çengelköy Mh. 3 Beyaz Köþkler Sokak,Istanbul,ÜSKÜDAR,41.057338,29.063949,Magaza
I913,Peyami Safa Baðcýlar Ýstanbul,Mahmutbey Mh. Dikmenler Caddesi No:29AN:,Istanbul,BAÐCILAR,41.057385,28.818752,Magaza
A6254,Yüzyýl Baðcýlar Ýstanbul,100. Yýl Mh. 7. SokakN:N:,Istanbul,BAÐCILAR,41.057442,28.85389,Magaza
A4729,Aþýk Veysel Küçükçekmece Ýstanbul,Mehmet Akif Mh. Babil SokakN:96N:96/A,Istanbul,KÜÇÜKÇEKMECE,41.057523,28.80581,Magaza
A0507,Bestekar Beþiktaþ Ýstanbul,Dikilitaþ Mh. 15 Saraka Sk.N:10,Istanbul,BEÞIKTAÞ,41.057564,29.005531,Magaza
E558,Halilaða Esenler Ýstanbul,Turgut Reis Mh. 455. SokakN:49A-51N:,Istanbul,ESENLER,41.057601,28.865401,Magaza
J217,Akar Þiþli Ýstanbul,Halide Edip Adývar Mh. Tanýr Sokak No:64N:,Istanbul,ÞIÞLI,41.057607,28.973948,Magaza
B509,Halil Rýfat Paþa Þiþli Ýstanbul,Halil Rýfat Paþa Mh. 15 Erkmen Cd.N:,Istanbul,ÞIÞLI,41.057659,28.969318,Magaza
A4831,Mimarbaþý Küçükçekmece,Mehmet Akif Mh. Mimarbaþý SokakN:57N:57/A,Istanbul,KÜÇÜKÇEKMECE,41.057772,28.80592,Magaza
E414,Þiþli Etfal Þiþli Ýstanbul,19 Mayýs Mh. 15 Samanyolu Sokak,Istanbul,ÞIÞLI,41.057839,28.987563,Magaza
E967,Bilgehan Caddesi Bayrampaþa Ýstanbul,Kartaltepe Mh. Hakan SokakN:18-20N:N:N:,Istanbul,BAYRAMPAÞA,41.058018,28.90348,Magaza
D393,Çimenzar Bayrampaþa Ýstanbul,Kartaltepe Mh. Nazif Efendi SokakN:25/A,Istanbul,BAYRAMPAÞA,41.058021,28.896617,Magaza
A9253,Devlet Hastanesi Eyü,Merkez Mh. Basmacý Abdi Efendi SokakN:48N:4N:,Istanbul,EYÜPSULTAN,41.058094,28.940701,Magaza
A0188,Rasathane Üsküdar Ýstanbul,Çengelköy Mh. 69/A Kaldýrým Cd.N:,Istanbul,ÜSKÜDAR,41.058172,29.071308,Magaza
A1367,Ordu Gaziosmanpaþa Ýstanbul,Yenidoðan Mh. Ordu CaddesiN:149,Istanbul,GAZIOSMANPAÞA,41.058183,28.925231,Magaza
D224,Kalp Vakfý Þiþli Ýstanbul,19 Mayýs Mh. 19 Mayýs CaddesiN:37A,Istanbul,ÞIÞLI,41.058185,28.993501,Magaza
A4795,Taþocaðý Esenler Ýstanbul,Havaalaný Mh. Gecikmez SokakN:26/A,Istanbul,ESENLER,41.058409,28.868057,Magaza
G663,Çukurçeþme Gaziosmanpaþa Ýstanbul,Merkez Mh. Çukurçeþme Caddesi No:43A,Istanbul,GAZIOSMANPAÞA,41.05875,28.90957,Magaza
H553,Dershaneler Gaziosmanpaþa Ýstanbul,Merkez Mh. Çukurçeþme Caddesi No:15,Istanbul,GAZIOSMANPAÞA,41.058767,28.911429,Magaza
A0678,Doðan Küçükçekmece Ýstanbul,Atakent Mh. Ardýç Kuþu Sokak (Atakent 2. EtaN:1/B,Istanbul,KÜÇÜKÇEKMECE,41.058795,28.784106,Magaza
J224,Villakent Silivri Ýstanbul,Balaban Mh. Villakent Caddesi No:12N:12N:12NN:12,Istanbul,SILIVRI,41.058844,28.076584,Magaza
A4844,Tahtakale Avcýlar,Tahtakale Mh. Ýstanbul CaddesiN:11,Istanbul,AVCILAR,41.058862,28.731147,Magaza
A1508,Sarýgöl Gaziosmanpaþa Ýstanbul,Sarýgöl Mh. Kardelen SokakN:36/A,Istanbul,GAZIOSMANPAÞA,41.058878,28.914835,Magaza
A5467,Keskingil Kaðýthane,Talatpaþa Mah.Keskingil Cad. ,Istanbul,KAÐITHANE,41.058878,28.962321,Magaza
G430,Bülbüldere Gaziosmanpaþa Ýstanbul,Karlýtepe Mh. Ordu Caddesi No:232/234 A-B,Istanbul,GAZIOSMANPAÞA,41.05893,28.928949,Magaza
I966,Bizim Evler Avcýlar Ýstanbul,Tahtakale Mh. Ýsimsiz Yol No:A2 Blok No :5F-5G-5H,Istanbul,AVCILAR,41.058947,28.720942,Magaza
G487,Ayla Üsküdar Ýstanbul,Bahçelievler Mh. Aký Sokak No:12-14N:12-14,Istanbul,ÜSKÜDAR,41.059038,29.078554,Magaza
A6732,Pazariçi Gaziosmanpaþa,Pazariçi Mh. Ordu CaddesiN:294/BN:N:,Istanbul,GAZIOSMANPAÞA,41.059071,28.934067,Magaza
F132,Altýn Ordu Eyüpsultan Ýstanbul,Merkez Mh. Altýnordu Caddesi (Ordu Caddesi)N:44,Istanbul,EYÜPSULTAN,41.059323,28.942794,Magaza
A2716,Silahtaraða Eyüp Ýstanbul,Silahtaraða Mh. Ordu CaddesiN:355,Istanbul,EYÜPSULTAN,41.059525,28.937827,Magaza
H504,Muhsin Yazýcýoðlu Eyüpsultan Ýstanbul,Merkez Mh. Altýnordu Caddesi (Ordu Caddesi)N:2A,Istanbul,EYÜPSULTAN,41.059639,28.93905,Magaza
A0365,Kuþlar Tepesi Küçükçekmece Ýstanbul,Atakent Mh. Atakent 3. EtapN:11/12N:10/GN:N:,Istanbul,KÜÇÜKÇEKMECE,41.059646,28.783565,Magaza
A6037,Fulya Þiþli Ýstanbul,Fulya Mah.Mehmetçik cad.No:56 N:14N:14N:14,Istanbul,ÞIÞLI,41.059726,28.996158,Magaza
J802,Millet Caddesi Bayrampaþa Ýstanbul,Kartaltepe Mh. Belen SokakN:11/7N:N:,Istanbul,BAYRAMPAÞA,41.059996,28.898399,Magaza
A9597,Erseven Silivri Ýstanbul,Selimpaþa Mh. 3124. Sokak (Aykent Sitesi)N:1bNN:1b,Istanbul,SILIVRI,41.060085,28.345154,Magaza
A7263,Adem Yavuz Esenler Ýstanbul ,Turgut Reis Mh. Adem Yavuz CaddesiN:68,Istanbul,ESENLER,41.060181,28.861438,Magaza
G679,Çengel Esenler Ýstanbul,Turgut Reis Mh. Cengiz Topel Caddesi No:70,Istanbul,ESENLER,41.060292,28.864394,Magaza
B046,Çoruh Esenyurt Ýstanbul,Aþýk Veysel Mh. Resneli Niyazi SokakN:56,Istanbul,ESENYURT,41.0604,28.6747,Magaza
K027,Aydýn Ümraniye Ýstanbul,Hekimbaþý Mh. Küçüksu Caddesi No:335,Istanbul,ÜMRANIYE,41.060493,29.099522,Magaza
A0317,Bülent Tarcan Beþiktaþ Ýstanbul,Gayrettepe Mh. 23 Prof. Dr. Bülent Tarcan Sk.,Istanbul,BEÞIKTAÞ,41.060519,29.001551,Magaza
E656,Koza Esenyurt Ýstanbul,Koza Mh. 1638. SokakN:2A,Istanbul,ESENYURT,41.06052,28.667683,Magaza
B352,Erciyes Küçükçekmece Ýstanbul,Atakent Mh. Kamelya Sokak (Atakent 3. Etap)NN:59B,Istanbul,KÜÇÜKÇEKMECE,41.060536,28.77626,Magaza
C316,Perpa Þiþli Ýstanbul,Halil Rýfat Paþa Mh. 1/A Perpa SokakN:A BLOK,Istanbul,ÞIÞLI,41.060548,28.969913,Magaza
G409,Hoþsohbet Beþiktaþ Ýstanbul,Gayrettepe Mh. Hoþsohbet SokakN:1/1,Istanbul,BEÞIKTAÞ,41.060628,29.010185,Magaza
A5563,Viþne Bayrampaþa Ýstanbul,Kocatepe Mh. Avasköy Yolu CaddesiN:49-51,Istanbul,BAYRAMPAÞA,41.060658,28.892347,Magaza
H618,Ekinpark Kaðýthane Ýstanbul,Talatpaþa Mh. Çelebi Caddesi No:20N:20 A,Istanbul,KAÐITHANE,41.060911,28.964362,Magaza
